"","Timestamp","Age","Gender","Country","State","self.emplyed","family.history","seek.treatment","MH.interferes.work","company.size","work.remotely","tech.company","MH.benefits","know.care.options","employer.discussed.MH.wellness","employer.privode.resources","anonymity.protected","easy.leave","MH.discuss.neg.consq","PH.discuss.neg.consq","discuss.MH.coworkers","discuss.MH.supervisor","MH.inerview","PH.inerview","serious","MH.neg.cons"
"29",2014,34,"M","United States","OH","No","No","Yes","Sometimes","26-100","Yes","Yes","Don't know","Not sure","No","Don't know","Don't know","Somewhat difficult","No","No","Some of them","No","No","No","No","No"
"30",2014,37,"M","United Kingdom",NA,"No","No","No","Sometimes","6-25","No","Yes","No","No","No","No","Don't know","Very difficult","Yes","Maybe","Some of them","No","No","Maybe","No","No"
"31",2014,32,"M","United Kingdom",NA,"No","No","No","Never","6-25","Yes","Yes","No","No","No","No","Don't know","Don't know","Yes","Yes","Some of them","Some of them","No","Maybe","No","No"
"32",2014,31,"M","United States","PA","Yes","Yes","No","Rarely","1-5","Yes","Yes","No","Yes","No","No","Don't know","Somewhat difficult","Yes","No","No","No","No","No","No","Yes"
"33",2014,30,"M","United Kingdom",NA,"No","Yes","Yes","Sometimes","500-1000","Yes","Yes","Don't know","No","No","No","Yes","Somewhat easy","Maybe","No","Some of them","Yes","No","Yes","Don't know","No"
"34",2014,42,"M","United States","WA","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","Maybe","No","Some of them","Some of them","Maybe","Yes","Don't know","No"
"35",2014,40,"F","United States","WI","No","No","Yes","Sometimes","1-5","No","Yes","Yes","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Yes","No"
"36",2014,27,"M","United States","NY","No","No","Yes","Rarely","6-25","No","Yes","No","Yes","No","No","Don't know","Very easy","No","No","Yes","Yes","Maybe","Maybe","Don't know","No"
"37",2014,29,"M","Canada",NA,"No","No","No","Rarely","1-5","No","Yes","No","No","No","No","Don't know","Very easy","Yes","Maybe","Some of them","No","No","No","Don't know","No"
"38",2014,38,"M","Portugal",NA,"No","No","No",NA,"100-500","No","Yes","No","Yes","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","No","No"
"39",2014,50,"M","United States","IN","No","No","No",NA,"100-500","No","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","Don't know","No"
"40",2014,35,"M","United States","TX","No","No","Yes","Rarely","More than 1000","Yes","Yes","Yes","Yes","No","Yes","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
"41",2014,24,"M","United Kingdom",NA,"No","No","Yes","Sometimes","6-25","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","Yes","No","Yes"
"42",2014,35,"M","United States","MI","No","No","No",NA,"More than 1000","Yes","Yes","Yes","Not sure","Don't know","Yes","Don't know","Somewhat difficult","Yes","Yes","Some of them","No","No","Maybe","Don't know","No"
"43",2014,27,"M","Canada",NA,"No","Yes","Yes","Sometimes","1-5","No","Yes","No","Yes","No","No","Yes","Very difficult","Maybe","No","Some of them","No","No","No","Yes","No"
"44",2014,18,"M","Netherlands",NA,"No","No","No","Often","6-25","No","Yes","No","Not sure","No","No","Don't know","Somewhat difficult","Yes","Maybe","No","Some of them","No","No","No","No"
"45",2014,30,"M","United States","IN","No","No","Yes","Sometimes","26-100","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","No","No","No","Maybe","Don't know","No"
"46",2014,38,"F","United States","TX","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Yes","No"
"47",2014,28,"M","United Kingdom",NA,"No","No","No",NA,"26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","No","Maybe","Some of them","Yes","Maybe","Yes","Don't know","No"
"48",2014,34,"M","United States","TN","No","No","No",NA,"6-25","No","Yes","No","No","No","No","Don't know","Don't know","No","No","Yes","Yes","Maybe","Yes","Don't know","No"
"49",2014,26,"M","Canada",NA,"Yes","No","No","Sometimes","1-5","No","Yes","No","Yes","Yes","No","Don't know","Don't know","No","No","Yes","Yes","No","No","Yes","No"
"50",2014,30,"M","United States","IL","No","Yes","Yes","Rarely","26-100","No","Yes","Yes","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","No"
"51",2014,22,"M","United States","TX","No","Yes","Yes","Often","6-25","No","Yes","No","Yes","No","No","Yes","Very difficult","Maybe","No","No","No","No","Maybe","Don't know","No"
"52",2014,33,"M","United States","UT","No","No","No",NA,"100-500","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No"
"53",2014,31,"M","United States",NA,"No","No","No",NA,"100-500","Yes","Yes","Don't know","No","Don't know","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Don't know","No"
"54",2014,32,"M","United States","TN","No","No","No","Never","1-5","Yes","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","No"
"55",2014,28,"M","Switzerland",NA,"No","No","No",NA,"100-500","No","Yes","No","No","No","No","Don't know","Don't know","No","No","No","No","No","Maybe","Don't know","No"
"56",2014,27,"NA","United States","NY","No","Yes","Yes","Rarely","26-100","No","Yes","Yes","Yes","No","No","Yes","Don't know","Maybe","No","No","No","No","No","Don't know","No"
"57",2014,32,"NA","United States","TN","No","Yes","No",NA,"6-25","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","No","No","Yes","Yes","No","No","Yes","No"
"58",2014,24,"M","United States","NY","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Don't know","No","Maybe","Some of them","Yes","Yes","Yes","No","No"
"59",2014,26,"M","United States","TN","No","No","No",NA,"26-100","No","No","No","No","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Yes","Don't know","No"
"60",2014,33,"M","Canada",NA,"No","Yes","Yes","Often","6-25","Yes","Yes","Don't know","No","No","No","No","Somewhat difficult","Yes","No","No","No","No","Maybe","Don't know","No"
"61",2014,44,"M","United States","IA","No","Yes","Yes","Sometimes","More than 1000","No","No","Yes","No","No","Don't know","Don't know","Don't know","Yes","Maybe","Some of them","No","No","Maybe","Don't know","Yes"
"62",2014,26,"F","Poland",NA,"No","No","Yes","Sometimes","26-100","Yes","Yes","Don't know","Not sure","Yes","Yes","Yes","Very easy","No","No","Yes","Yes","Maybe","Yes","Yes","No"
"63",2014,27,"M","United Kingdom",NA,"No","No","No","Never","100-500","No","Yes","Yes","Not sure","No","Yes","Don't know","Somewhat easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
"64",2014,26,"M","France",NA,"No","No","No",NA,"26-100","No","Yes","No","No","No","No","Don't know","Very easy","Yes","No","No","No","No","No","No","Yes"
"65",2014,35,"M","Canada",NA,"No","No","No","Sometimes","6-25","No","Yes","Don't know","No","No","No","Don't know","Somewhat easy","No","No","Some of them","Yes","No","Maybe","Don't know","No"
"66",2014,40,"M","United States","CA","No","Yes","No","Sometimes","More than 1000","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","Yes","Maybe","Some of them","No","No","No","No","Yes"
"67",2014,23,"F","Australia",NA,"No","Yes","Yes","Often","1-5","Yes","Yes","No","Not sure","No","No","Don't know","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","No"
"68",2014,36,"M","United States","TX","No","No","No","Sometimes","100-500","Yes","Yes","Yes","No","Don't know","Yes","Don't know","Don't know","Maybe","No","Some of them","Some of them","Maybe","Yes","Yes","No"
"69",2014,31,"F","United States","NM","No","No","No",NA,"26-100","Yes","No","Don't know","No","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No"
"70",2014,34,"M","United States","NY","Yes","No","No","Rarely","1-5","Yes","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No"
"71",2014,28,"M","France",NA,"No","No","No","Never","26-100","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No"
"72",2014,34,"M","Canada",NA,"No","No","No","Never","6-25","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Somewhat easy","No","No","Some of them","Yes","No","No","Don't know","No"
"73",2014,23,"NA","United States","MA","No","No","No","Rarely","More than 1000","No","Yes","Yes","Yes","No","No","Yes","Somewhat difficult","Maybe","No","Yes","Yes","No","No","No","No"
"74",2014,38,"M","United Kingdom",NA,"No","No","No",NA,"26-100","No","Yes","No","No","No","Don't know","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Yes","Yes","No"
"75",2014,33,"M","United States","CA","No","No","No","Never","More than 1000","No","Yes","Don't know","Not sure","Yes","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Yes","No"
"76",2014,19,"M","United Kingdom",NA,"No","No","No",NA,"1-5","No","Yes","No","Yes","No","No","No","Somewhat difficult","Yes","No","No","No","No","Maybe","No","No"
"77",2014,25,"M","United States","WA","No","No","No",NA,"More than 1000","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","No","No","Yes","Yes","Maybe","Yes","Yes","No"
"78",2014,31,"M","United States","WA","Yes","Yes","No","Sometimes","1-5","Yes","Yes","No","No","No","No","Yes","Somewhat difficult","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
"79",2014,32,"M","United States","UT","No","Yes","Yes","Sometimes","26-100","Yes","Yes","No","No","No","No","Don't know","Somewhat difficult","Yes","No","Some of them","No","No","Yes","No","No"
"80",2014,28,"M","Germany",NA,"No","No","No","Never","6-25","Yes","Yes","Don't know","No","Don't know","Don't know","Don't know","Very easy","No","No","Some of them","Some of them","Maybe","Yes","Yes","No"
"81",2014,38,"M","United States","NY","No","Yes","No","Sometimes","100-500","Yes","Yes","Yes","Yes","No","Yes","Don't know","Don't know","No","No","Yes","Some of them","Maybe","Maybe","Yes","No"
"82",2014,23,"M","United Kingdom",NA,"No","No","No","Never","26-100","No","Yes","Yes","Not sure","Yes","Don't know","Don't know","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
"83",2014,30,"M","Canada",NA,"No","No","No","Never","26-100","No","No","No","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","No","No","No","No"
"84",2014,27,"NA","United States","NY","Yes","No","Yes","Often","1-5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","Maybe","Maybe","Some of them","Yes","No","Maybe","Yes","No"
"85",2014,33,"M","United States","CA","No","Yes","No","Never","More than 1000","No","Yes","No","No","No","No","Don't know","Don't know","Yes","No","No","No","No","Maybe","No","No"
"86",2014,31,"M","United States","TX","No","No","No",NA,"26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","No","No"
"87",2014,39,"M","United Kingdom",NA,"Yes","No","Yes","Often","6-25","No","Yes","No","No","No","No","Don't know","Very difficult","Maybe","No","Some of them","No","No","Maybe","No","Yes"
"88",2014,34,"F","United States","OR","No","Yes","Yes","Rarely","500-1000","Yes","Yes","Yes","Not sure","No","Don't know","Don't know","Don't know","Yes","Maybe","Some of them","Some of them","No","No","Don't know","No"
"89",2014,29,"F","United States","FL","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","No","Yes"
"90",2014,32,"M","United States","IL","No","No","No",NA,"500-1000","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Don't know","No"
"91",2014,31,"M","United States","NY","No","No","No","Never","500-1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Yes","No"
"92",2014,40,"M","United States","TX","No","No","Yes","Sometimes","26-100","No","Yes","No","Yes","No","No","Yes","Very difficult","No","No","Yes","Yes","Yes","Yes","No","No"
"93",2014,34,"M","United States","OH","No","No","No",NA,"26-100","No","Yes","Don't know","No","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","No","No","Maybe","Don't know","No"
"94",2014,18,"NA","Russia",NA,"No","No","No",NA,"26-100","Yes","Yes","Yes","Yes","No","No","Yes","Somewhat easy","No","No","Yes","Yes","Yes","Yes","Don't know","No"
"95",2014,25,"F","Canada",NA,"No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No"
"96",2014,29,"M","United States","MN","No","No","No","Never","26-100","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","No","No","Yes","Yes","Maybe","Maybe","No","No"
"97",2014,24,"M","United States","MO","No","Yes","No","Rarely","26-100","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Somewhat easy","Maybe","Maybe","Some of them","No","No","Maybe","Don't know","No"
"98",2014,31,"M","Mexico",NA,"No","Yes","Yes","Sometimes","6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Yes","No","No"
"99",2014,33,"NA","United States","AZ","No","No","Yes","Sometimes","6-25","No","Yes","No","Yes","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","No","No","Maybe","No","No"
"100",2014,30,"M","United States","IN","No","No","Yes","Often","1-5","No","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
"101",2014,26,"F","Canada",NA,"No","Yes","Yes","Sometimes","26-100","No","No","No","Yes","No","No","No","Very difficult","Yes","No","No","No","No","Maybe","No","Yes"
"102",2014,44,"F","United States","MA","No","No","No","Never","100-500","No","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","Maybe","No","Some of them","No","No","Don't know","No"
"103",2014,25,"M","United States","NY","No","Yes","No",NA,"26-100","No","Yes","Don't know","No","Don't know","Don't know","Don't know","Very easy","No","No","Some of them","Yes","No","No","Don't know","No"
"104",2014,33,"M","United States","WI","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
"105",2014,29,"M","United States","NY","No","No","No","Never","More than 1000","No","Yes","Yes","Not sure","Yes","Don't know","Don't know","Somewhat easy","No","No","Some of them","Yes","No","No","Don't know","No"
"106",2014,35,"M","United States","MO","No","Yes","No","Rarely","6-25","No","Yes","Yes","Not sure","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Don't know","No"
"107",2014,35,"M","United States","OR","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Don't know","Not sure","No","No","Don't know","Somewhat easy","No","No","Some of them","Yes","No","Maybe","No","No"
"108",2014,28,"M","Brazil",NA,"No","Yes","Yes","Rarely","6-25","No","Yes","No","No","No","No","No","Don't know","Maybe","No","Yes","Yes","No","No","Don't know","Yes"
"109",2014,34,"M","United States","TN","No","Yes","No","Never","6-25","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Maybe","No","No","No","No","No","Don't know","No"
"110",2014,32,"M","United States","WA","No","No","Yes","Sometimes","26-100","No","Yes","Yes","No","Yes","Yes","Yes","Somewhat difficult","Maybe","No","Some of them","Yes","No","Maybe","Yes","No"
"111",2014,22,"M","United States","NY","No","No","Yes","Sometimes","500-1000","No","Yes","Yes","Yes","No","Don't know","Yes","Don't know","Yes","No","No","No","No","Yes","No","No"
"112",2014,28,"M","United States","CA","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Some of them","No","Maybe","Yes","No"
"113",2014,45,"M","United States","MO","No","Yes","Yes","Rarely","6-25","Yes","Yes","Yes","Yes","No","Yes","Yes","Very easy","No","No","Yes","Yes","Yes","Yes","Yes","No"
"114",2014,32,"M","United States","NY","No","No","No","Never","100-500","No","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No"
"115",2014,28,"M","United States","TX","No","No","No",NA,"More than 1000","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No"
"116",2014,26,"M","United Kingdom",NA,"No","No","No","Never","6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Very easy","No","No","Some of them","Some of them","No","No","Don't know","Yes"
"117",2014,21,"M","United Kingdom",NA,"Yes","No","No","Often","1-5","Yes","No","No","Yes","No","No","Yes","Very difficult","Yes","No","Some of them","Yes","No","Maybe","No","No"
"118",2014,27,"M","Canada",NA,"No","No","No","Rarely","6-25","No","No","Yes","Yes","Yes","Yes","Yes","Very easy","Maybe","No","Some of them","Yes","No","No","Don't know","No"
"119",2014,18,"M","United States","CT","No","No","Yes","Rarely","1-5","Yes","Yes","No","No","No","No","Yes","Very easy","No","No","Some of them","No","No","No","Don't know","No"
"120",2014,35,"M","United States","CO","No","No","No",NA,"26-100","Yes","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No"
"121",2014,29,"M","United States","GA","No","No","No","Never","More than 1000","No","Yes","Yes","Yes","No","Yes","Don't know","Don't know","Yes","Yes","No","No","No","No","Don't know","No"
"122",2014,25,"M","United States","DC","No","No","No",NA,"26-100","Yes","Yes","Don't know","No","No","No","Don't know","Very easy","No","No","Some of them","Yes","No","No","Don't know","No"
"123",2014,33,"M","United States","MN","No","Yes","Yes","Sometimes","6-25","Yes","Yes","Don't know","No","Don't know","Don't know","Yes","Very easy","No","No","Yes","Yes","No","Maybe","Yes","No"
"124",2014,36,"M","United States","WA","No","No","No","Often","6-25","No","Yes","Yes","No","No","No","Yes","Don't know","Maybe","No","No","No","No","No","Don't know","No"
"125",2014,27,"M","Canada",NA,"No","No","Yes","Never","100-500","No","No","Yes","Not sure","No","No","Don't know","Very difficult","Maybe","No","Some of them","Yes","No","Maybe","No","Yes"
"126",2014,27,"M","United States","WA","No","Yes","No","Never","500-1000","No","Yes","Yes","No","Yes","Yes","Yes","Don't know","Yes","No","Some of them","No","No","Yes","Don't know","No"
"127",2014,27,"M","United Kingdom",NA,"No","No","No",NA,"6-25","No","Yes","No","No","No","No","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Don't know","No"
"128",2014,32,"M","United States","OR","No","No","Yes","Rarely","100-500","No","Yes","Yes","Yes","No","Yes","Yes","Don't know","Yes","No","No","Yes","No","No","Don't know","No"
"129",2014,31,"M","United Kingdom",NA,"No","Yes","No","Sometimes","6-25","No","Yes","No","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","No","No","No","No","Yes","No"
"130",2014,19,"M","Slovenia",NA,"No","No","Yes","Sometimes","6-25","No","Yes","Don't know","No","No","No","Don't know","Somewhat easy","Yes","Yes","Some of them","No","No","No","Don't know","No"
"131",2014,33,"M","United States","IL","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","No","No","Don't know","Very easy","Maybe","No","Yes","Some of them","No","Yes","No","No"
"132",2014,32,"M","United States","CA","No","No","No","Rarely","1-5","Yes","Yes","No","Yes","No","No","Don't know","Very difficult","Maybe","No","Yes","Some of them","No","Yes","Don't know","No"
"133",2014,27,"M","United States","NE","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Yes","Yes","Maybe","Maybe","Don't know","No"
"134",2014,38,"M","Costa Rica",NA,"No","No","No",NA,"26-100","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Yes","Yes","Maybe","Yes","No","No"
"135",2014,24,"M","Canada",NA,"No","No","Yes","Never","26-100","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Yes","Don't know","No"
"136",2014,39,"M","United Kingdom",NA,"No","No","No","Never","26-100","No","No","No","No","No","No","Don't know","Don't know","Yes","Maybe","No","No","No","No","Don't know","No"
"137",2014,28,"M","United Kingdom",NA,"No","No","No","Never","6-25","No","Yes","Don't know","No","No","No","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
"138",2014,39,"M","United States","IA","No","No","Yes","Often","More than 1000","No","Yes","Yes","Not sure","No","No","Don't know","Somewhat easy","No","No","Yes","Yes","No","No","Don't know","No"
"139",2014,29,"F","United States","MD","No","No","No",NA,"6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","No","No","No","Don't know","No"
"140",2014,22,"M","Austria",NA,"No","No","No",NA,"6-25","Yes","Yes","Don't know","No","Don't know","No","Don't know","Somewhat easy","No","No","Some of them","Some of them","No","No","Don't know","No"
"141",2014,38,"M","United States","OR","No","Yes","Yes","Sometimes","100-500","No","Yes","Don't know","No","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","No"
"142",2014,37,"M","United Kingdom",NA,"Yes","No","Yes","Sometimes","More than 1000","No","No","No","Yes","Yes","Yes","Yes","Very difficult","Yes","Yes","Some of them","No","No","Maybe","Yes","No"
"143",2014,35,"M","United States","TX","No","No","No","Never","26-100","Yes","No","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Yes","No","Some of them","No","No","Maybe","Don't know","No"
"144",2014,-29,"M","United States","MN","No","No","No",NA,"More than 1000","Yes","No","Yes","No","Don't know","Yes","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No"
"145",2014,30,"F","United States","PA","No","Yes","No",NA,"More than 1000","Yes","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","Maybe","Don't know","No"
"146",2014,37,"M","United States","IN","No","Yes","Yes","Rarely","100-500","No","No","Yes","Yes","Yes","Yes","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Yes","Maybe","Maybe","Don't know","No"
"147",2014,24,"M","United Kingdom",NA,"No","No","No","Never","6-25","No","Yes","No","No","No","No","Yes","Don't know","Maybe","Maybe","No","Some of them","No","No","Don't know","No"
